更新日時,20190712185502
22273865513,"今日はこれで終了します 送ります 平野さん、お疲れ様です。CREWの矢島です。ご連絡ありがとうございます。本日もご参加いただき、ありがとうございました。お気をつけてお帰りくださいませ。また次回のご参加もお待ちしております😊 平野さん、こんにちは。いつもありがとうございます。CREWの青木です。本日20時～27時でのご参加ありがとうございます😌
すっかり夏の陽気になって汗ばむ毎日ですね🐳本日もお気をつけて、よろしくお願いします😊 平野さん、こんばんは。CREWの友池です。まもなく開始時間となります。本日も安全運転でドライブよろしくお願いいたします😊 今から参加します 平野さん、お疲れ様です。
CREWの真崎です。
本日も遅くまでご参加ありがとうございました。
次回もよろしくお願いします😊
それでは、長時間のドライブでお疲れかと思いますので、ご自宅までお気をつけておかえりくださいね。 おつかれさまでした"
22273911985,"古いクレジットカード情報を削除するにはどうしたら良いですか？カードの期限が切れて、同じ番号で新しい期限になりましたが、登録できません。 対応します https://api.crewcrew.jp/admin/users/2035#payment_info  丸山さん　こんばんは。お問い合わせありがとうございます。CREWカスタマーサポートの矢島です。
スクリーンショットを送っていただきありがとうございます。削除をご希望されるクレジットカードの【クレジットカードの会社名】【カード番号の下4桁】以上２点をこちらのチャットまでお教えいただけますでしょうか。 丸山さん　こんばんは。お問い合わせありがとうございます。CREWカスタマーサポートの矢島です。
スクリーンショットを送っていただきありがとうございます。削除をご希望されるクレジットカードの【クレジットカードの会社名】【カード番号の下4桁】以上２点をこちらのチャットまでお教えいただけますでしょうか。 こんばんは  2つともJALマスターカードです よろしくお願いします。 スクリーンショットありがとうございます。こちら2枚とも削除でお間違いないでしょうか。
クレジットカードの削除を担当の者に引き継ぎますので、明日以降、処理が完了いたしましたら、改めてご連絡させていただきます。
少々お時間を頂戴しますが、よろしくお願いいたします。 This note was deleted はい。この2枚です。 了解しました。よろしくお願いします。 かしこまりました。ご連絡ありがとうございました。 issue https://api.crewcrew.jp/admin/customer_support_issues/6155 菅原  依頼中 丸山さん
お問い合わせありがとございます。CREWの菅原です。
こちらでクレジットカードの削除が完了いたしました。一度アプリを再起動していただき、再度カードのご登録をお願いいたします。
今後もCREWをよろしくお願いいたします。 お世話になっております。新しくカードを登録出来ました。ありがとうございます。"
22273914235,"ちょっとだけドライブします taiousimasu このメッセージは削除されました 中村さん、こんばんは。CREWの磯辺です。
ご連絡いただきありがとうございます。
残りわずかなお時間ですが、現在マッチされているようですので、終了までよろしくお願いいたします。お気をつけていってらっしゃいませ。 113行目追加済み　確認お願いします 確認します 磯辺 OKです ありがとうございます！ 中村さん     ドライブお疲れさまでした。　CREWの野口です。     本日も遅い時間まで参加していただきありがとうございました。     ドライブモードをオフにして、お気をつけてお帰りください。     ゆっくり休んでくださいね😊 中村さん、こんにちは。いつもありがとうございます。CREWの青木です。本日20時～27時でのご参加ありがとうございます😌
すっかり夏の陽気になって汗ばむ毎日ですね🐳本日もお気をつけて、よろしくお願いします😊 中村さん
こんばんはCREWの武田です。まもなく開始時間となります。ご準備できましたらドライブモードをオンにて、本日も安全運転でよろしくお願いいたします😊 中村さん、お疲れ様です。CREWの佐藤です。本日も遅い時間まで参加していただきありがとうございました。ドライブモードをオフにして、お気をつけてお帰りください。ゆっくり休んでくださいね。またのご参加をお待ちしております😊 中村さん、こんにちは。いつもありがとうございます。CREWの岩瀬です。
本日20時～26時でのご参加ありがとうございます😌深夜に雨の予報ですので、お気をつけて、本日もよろしくお願いします😊 中村さん、いつもお世話になっております。
CREWの大内です。まもなく開始時間となります。
本日も安全運転でよろしくお願いいたします。 中村さん、こんばんは。CREWの東浜です。
本日も遅い時間まで参加していただきありがとうございました。こちらのお時間をもちましてサービス時間が終了となりました。ゆっくり休んでくださいね😊
またのご参加お待ちしております。"
22274264699,本日のドライブ、終了しました。お疲れ様でした。 送ります 野口さん、お疲れ様です。CREWの矢島です。ご連絡ありがとうございます。本日もご参加いただき、ありがとうございました。お気をつけてお帰りくださいませ。また次回のご参加もお待ちしております😊
22274398883,"たまたま、丸の内通った時にドライブモードをオンにしたらマッチングしましたので1組のせました。 磯辺さん     ドライブお疲れさまでした。　CREWの野口です。     
次回から、ドライブされる前に一度ご連絡して頂いてよろしいでしょうか。ドライブ中のサポートができかねますので、よろしくお願い致します。
本日はドライブお疲れ様でした。次回のご参加お待ちしております。 了解しました。都内に車で行く時が急なため、ドライブモードをonにする前に連絡しますよろしくお願い致します。 たいおうします 磯部さん
こんばんはCREW武田です。ご連絡ありがとうございました。次回のご参加もお待ちしております😊 磯辺さんこんばんはCREW武田です。ご連絡ありがとうございました。次回のご参加もお待ちしております😊"
22276703692,"いつもお世話になります。ドライバーもライダーもやる竹内です。グレードプログラムのことについて教えてください。最近はライドする機会も多いのですが、ハートが増えていきません。利用回数や頻度で、という説明はありましたが、具体的にどうなれば？という中身が全くわからないのです。ドライバーをしていると2回目なのにグリーンの方もいますし、50回以上でもホワイトの方もいます。☆は5.0であるにもかかわらず、です。
ライダーからの問い合わせも多いので、自分もライダーとして使ってみてそのフィードバックをドライバーをしている時にライダーさんに伝えられれば、と思いながらやってます。
全くもってブラックボックスにされると、手動でグレードを変えてるのか？と思ってしまう方もいるようです。もう少しわかりやすく教えてもらえませんか？
あと、木曜、金曜の夜はアプリが非常に不安定でした。ライダー情報は見れないし、読み込み中に鳴ってフリーズすることも多かったです。またサーバー負荷がかかりすぎてませんか？？ グレードプログラム 竹内さんこんにちは、CREWの須藤です。
「ハート」は利用頻度が高くCREWパートナーからの高評価が続く場合に増え、低評価される場合に減るような仕組みとなっており、それがグレードに反映されます。こちらで操作等はしておりませんのでご安心いただければと思います。
なお、大変恐れ入りますが、グレードプログラムに関しましては試験的な導入となっております。グレードプログラムは勿論、サービス全体がCREWパートナー・CREWライダー、双方にとって公平でより良いものとなるよう、改善に努めてまいります。ご不便をお掛けしますが、何卒ご了承頂けますと幸いです。 須藤さん、お返事ありがとうございます。
現状、高評価しかいただいておらず、ハートが減るようなライドはしておりません。ドライバーやってますからそこはわきまえてます。
で、問題は利用頻度がどの程度であれば、という目安が何もないということなのです。週に何回以上の利用であればハートが増えやすい、とか、具体的に示すことはできませんか？ ドライバーとしてはブロンズやシルバーでも「ん？」と思うライダーが一定数います。 また、試験的な導入であることは以前から伺っていますが、実際に利用金額に差が生じる部分でもあります。ユーザーから利用料を取っている以上、もう少し踏み込んだ説明をしていただきたいのですが、いかがですか？ 大変恐縮ではございますが、目安等も現時点でお答えすることができかねてしまいます。ですが、竹内さんのご利用評価の高さでしたら、今後ご利用いただいている間に増えていくかと思いますので、ぜひCREWライダーとしてもまたご利用いただければと存じます。
あくまでも試験的な導入でございますので、お気軽に楽しんでいただけましたら幸いでございます。何卒、よろしくお願いいたします。 そうですか。しつこくてごめんなさい。須藤さんが作ってるわけではないと思いますので、答えられる範囲で結構です。一定のアルゴリズムとかはあるのですか？
ライド自体はとても楽しくさせてもらっているので、継続してライダー利用もするつもりです。上の人に口止めされてるなら、言えないんです、でもいいのですが笑 先ほども申し上げました通り、利用頻度が高くCREWパートナーからの高評価が続く場合にハートが増え、低評価される場合に減るような仕組みとなっており、それがグレードに反映されるという仕組みでございます。
仕組みや目安などのご説明については、社内にて共有し検討させていただきます。現状、お答えすることができかねますこと大変ご不便おかけ致します。
今後ともCREWをよろしくお願いいたします。 須藤さん、無理言って申し訳ありませんでした。ありがとうございました😊 ルーフボックスを降ろしたので、プロフィールの車両画像を変更して下さい。  かしこまりました。お送りいただいたお写真に変更いたします🚗✨ かしこまりました。お送りいただいたお写真に変更いたしました🚗✨下記がCREWライダーから見たプロフィールとなります。
ご確認くださいませ。よろしくお願いいたします。
 どね ありがとうございます😊 😝ちゃめちい プロフィール文章の変更をお願いします。 ・2018年9月からCREWドライバーやってます。・国内で販売されているスバルの中で、一番大きなクルマです。販売台数は多くないので、マニアック車の部類です。短距離、長距離関係なく、リクエスト待ってます。・ゆったり、おおらかに走ります。乗車中はシートベルトを締め、電車に揺られるのとはひと味違うひと時をお過ごしください。お急ぎでしたら快速仕様で。・基本的には後席での乗車をご案内していますが、助手席もOKです。（乗り心地は助手席の方が上です。）・ルートはYahoo!ナビでご案内いたしますが、ご希望のルートがあれば教えてください。・iPhoneとType-Cの充電器を用意しています。・音楽はApple Musicの選曲です。POPSから演歌まで、どのジャンルでも流せます。ご希望があればおっしゃってください。 これで。 ｃｓプロフ 岩瀬 やリます？ 完了 Takeuchiさん
CREWサポートチームの坂本です。プロフィールのご登録が完了いたしましたのでご連絡です。
「・2018年9月からCREWドライバーやってます。・国内で販売されているスバルの中で、一番大きなクルマです。販売台数は多くないので、マニアック車の部類です。短距離、長距離関係なく、リクエスト待ってます。・ゆったり、おおらかに走ります。乗車中はシートベルトを締め、電車に揺られるのとはひと味違うひと時をお過ごしください。お急ぎでしたら快速仕様で。・基本的には後席での乗車をご案内していますが、助手席もOKです。（乗り心地は助手席の方が上です。）・ルートはYahoo!ナビでご案内いたしますが、ご希望のルートがあれば教えてください。・iPhoneとType-Cの充電器を用意しています。・音楽はApple Musicの選曲です。POPSから演歌まで、どのジャンルでも流せます。ご希望があればおっしゃってください。」
引き続きCREWをよろしくお願いいたします。 坂本さん、ありがとうございました😊 以前にもお聞きして、やはりわからないところなのですが、ライダーからリクエストを出してマッチした後、キャンセルするためのボタンがiOSアプリだと見つけられません。右上のボタン、というような説明をされましたが、スクショ撮ってココ！みたいな感じで教えてもらえますか？自分がライダーで何度使ってもそのボタンを見つけられません。また、ドライバーをしていてマッチ後にキャンセルされることも多々ありますが、その場合は説明されたようなボタンをライダーが押しているということになるはずです。Androidにしかない仕様？？ドライバー側からのキャンセルの仕方はわかります。マッチする前のキャンセルはわかりますので、説明はいりません。 🐮 Takeuchiさん、こんにちは。CREWの野木です。
ご質問のiOSのキャンセルボタンの画像送らせていただきます。
キャンセルボタンはiOS、Android共にございます。
今後ともCREWをよろしくお願いいたします。  野木さん、返答ありがとうございます。なんでいつもその３つの点が見つけられないのかがわからないのです。キャンセルしたい、というわけではないのですが、なぜ出ないのか、、、、。次回ライド時に確認してみます。ありがとうございました。 ちなみに、この画面はiOSですよね？ はい。iOSの画面になります。
また何かありましたら遠慮なくこちらにお願いします😊 ありがとうございます"
22277050808,"本日25時27時参加希望です。
計算されているガソリン代車によって違うのですか？それとも平均値ですか？ シフト&amp;ガソリン代 河井さんこんにちは、CREWの須藤です。本日25時〜27時でご参加枠をお取りいたしました🌼
CREWでは燃費につきまして、初期の車両登録時にメーカー・車種・年式等をお伺いし車両個別に実燃費を算出する設計となっております。※こちらで算出する実燃費とCREWパートナーの体感される燃費が大きく異なる場合は適宜見直しをするケースもございます。
ガソリン代金の算出元としては燃費を、エリア別、日別、で集計している公のサイト及び官公庁のデータベース等を複数参照したうえで、エリア別の平均的な燃費額を設定しております。※参照元も情報がアップデートされますので、弊社システムでの計上についても適宜見直しを入れております。
また何かご不明点がございましたら、お気軽にご連絡いただければと思います。何卒、よろしくお願いいたします🚗💨 自分が登録した車両データを知りたいです。 燃費に関しては車種やカタログにおける実燃費を参考にCREWパートナーのご負担にならないよう設定を行なっております。ご参考までに河井さんのお車については、6km/Lにて登録しています。
現状、CREWライダーへ設定されている燃費の開示をしておりません。 わかりました。6キロで問題ありません。ありがとうございます とんでもございません。また何かありましたらご連絡くださいませ🌟
今後ともCREWをよろしくお願いいたします。"
22277560191,"お世話になります。及川です。
本日の参加枠はまだ残ってますでしょうか？
21:30ごろ〜26:00の参加を考えております。宜しくお願い致します。 及川さんこんにちは。CREWの須藤です。
本日21時半〜26時にて、ご参加枠をお取りいたしました😊ご参加よろしくお願いいたします✨ シフドネチェケラ 🙆 こんばんは。
遅くなりましたが、これより参加させていただきます。宜しくお願い致します。 送ります 及川さん　ご連絡ありがとうございます。CREWの矢島です。
本日も安全運転でお願いします。それではいってらっしゃいませ😊"
22278680660,"業務の方は 再開されたのでしょうか？ どうゆうこっちゃねん！！ 😂 メンテナンスのことかあ💂👍 CREWパートナーサポート こちら12月初回0マッチ。
次回参加とってたんですが、メンテナンスのため次回参加しておらず。。
今連絡をくれた方です。
2回目参加のご対応お願いします😭 対応します 鈴木さん
お世話になっております。
今年の1月にCREWはメンテナンス期間を設けさせていただいておりましたが、2月にサービス再開しております。しかしながら、CREWパートナーとしてご活動いただく皆さんには対面による講習を必須でご受講いただいておりますので、講習会参加後より初回のドライブへの参加が可能となりますこと、何卒ご了承ください。
今後ドライブにご参加いただけるようでしたら、下記の案内をご覧いただき講習会へのご参加をお願いいたします。
CREWユーザーの皆さんに、より安心・安全にご利用いただくための講習会ですので、ご理解いただけますと幸いです。
▼講習会についてのご案内
本講習は、2018年12月30日（日）に送らさせていただいた「メンテナンス実施のお知らせ」の「３．ご利用者の方々へのお願い事項の周知徹底及び安心安全なコミュニティの強化」の取組みの1つでございます。
私どもとしては、CREWをより安心・安全にご利用いただくため、CREWパートナーの皆さまと直接お会いしてご説明をさせていただければと思っております。ご多忙かとは存じますが、何卒ご参加いただけますようお願いいたします。※日時等の詳細は下部の実施概要をご確認ください。
なお、本講習にご参加いただいた方には、交通費及び講習会参加協力料として一律5,000円をお支払いさせていただきます。
本講習はCREWをより安心で安全にご利用いただくにあたって、極めて重要な位置づけと考えているため、サービス再開後のドライブは講習を終えた方からお願いしております。※ドライブ参加枠への登録は受講の有無に関係なく可能ですが、ドライブ当日までに未受講の方はドライブはできませんので、ご注意ください。
▼実施日時月曜〜金曜　18:00~18:45*平日のみの実施となります。*所要時間は45分程度を想定しております。
▼実施場所東京都品川区東五反田2-2-3  五反田ハタビル 3F　株式会社Azit五反田オフィス
▼交通費及び講習会参加協力料一律で5,000円をアプリ内の受取金額に反映いたします。
▼ご予約方法このチャットへご参加が可能な日時を3つほど添えてご返信ください。
▼注意点改めて規約の見直し等もございますので、ご印鑑のご準備をお願いいたします。
以上、何卒よろしくお願いいたします。 https://app.hubspot.com/contacts/4730111/deal/426626866/? 登録した端末のSIMが不具合により使用不可能になったため 他の端末で再登録したいのでよろしくお願いします。 再登録する端末アプリからご連絡した方がいいでしょうか？ 対応します 鈴木さん
お問い合わせいただきありがとうございます。以前登録していただいたアカウントは、その際に登録した電話番号かFacebookでログインが可能です。そのときパスワードが必要となりますが、もしお忘れになった場合はこちらまでご連絡ください。パスワードの再設定用のフォームをお送りいたします。
また、もし今回使う端末の電話番号が以前登録されたときの電話番号と違う場合は、お手数ですがこちらのチャットまでお送りください。 替わる端末の番号ですが 07026633177 になりますのでお願いします。 パスワード再設定フォームをお願いします。 CSにアカウントの仕様確認中アカウントに関する仕様の質問です。安心安全講習対応の既存パートナーが機種変更したため、以前のCREWアカウント時から電話番号が変更したそうです。電話番号認証など、なにか特別な手続きはありますか？
T２がadminに登録してある電話番号を変更するのみでOKですか？ お手数ですが下記のリンクをタップいただき、初期に設定されたメールアドレスを打ち込んでいただけますでしょうか。https://api.crewcrew.jp/password_reset/new
※パスワードの再発行メールがすぐに届かない場合、迷惑メールのフォルダに分類されている可能性がございますので、ご確認いただくようお願いいたします。 たっちーお願いします かしこまりました。
お手数ですが下記のリンクをタップいただき、初期に設定されたメールアドレスを打ち込んでいただけますでしょうか。https://api.crewcrew.jp/password_reset/new
※パスワードの再発行メールがすぐに届かない場合、迷惑メールのフォルダに分類されている可能性がございますので、ご確認いただくようお願いいたします。 adminでの電話番号、新しいものに更新done 講習参加希望日 ◎4日 5日 6日で参加可能な日ありますか？ 鈴木さん
ご連絡ありがとうございます。明日6/4（火曜日）の18:00~でしたらご予約可能ですがいかがでしょうか。
ご確認の程よろしくお願いいたします。 別窓で対応done https://app.intercom.io/a/apps/yvoqwg5i/conversations/22286317671?redirectTo=feed 鈴木さんこの度は講習会へのお申し込みありがとうございました。下記日時で参加枠をお取りすることができましたので、詳細情報をご案内いたします。▼日時：６/４（火）１８ :００ - １８:４５▼場所：東京都品川区東五反田2-2-3  五反田ハタビル 3F　株式会社Azit五反田オフィス▼受付方法１. １階ビル入り口の左手のインターホンより「301」をお呼び出しください。２. 『パートナー研修』とお申し付けください。３. エレベーターで３階までお越しください。※他のCREWパートナーの方も参加される場合もございますので、10分前にはお越しください。※当日の不参加、および日程変更の場合には、アプリ内チャットよりお知らせください。※原則、公共交通機関でお越しください。※ご印鑑のご持参を宜しくお願いいたします。 このメッセージは削除されました https://api.crewcrew.jp/password_reset/new 解決済かもしれませんが、一旦スヌーズします"
22278991086,"お世話になります。先日登録をしました木村です。各種必要書類を登録し、6／4研修を受ける予定でしたが、時間の都合もつかず申し訳ありませんが、キャンセルでお願い致します。また、興味はありますので次の機会に参加出来ればと考えております。アナウンスなどあればまた宜しくお願い致します。 対応します 木村様CREWパートナーサポートです。ご連絡いただきありがとうございます。6/4の初回ドライブはキャンセルさせていただきました。改めて予約をご用意させていただきますのでご安心ください。
初回ドライブは、毎日実施しております。月曜〜金曜　①19:00〜②20:00〜③21:00~土日祝　　　①19:00〜②20:00〜
こちらで調整いたしますので、ご希望の日程と開始時間をいくつかご提示していただけますと幸いです。よろしくお願いいたします。 ★CREW特別キャンペーン：研修後の特別インタビューで5000円プレゼント★
木村様
お世話になります。CREWの井上です。お電話差し上げましたが、お忙しいようですのでチャットから失礼します。
先日キャンセルとなりました初回ドライブ研修について改めてご連絡させていただきました。
現在研修内で期間限定の特別インタビューも実施しており、研修の改善点などをその場でお答えいただけると、Amazonギフトカード5000円をプレゼントしております。また、その後実際にドライブを体験いただくことで、準備金として別途5000円をお渡ししております。当日は、実際にドライブを体験いただくまでが研修内容となりますのでお車でお越しいただく必要がございますが、大変お得な期間となりますので、五反田トレーニングセンターにお越しいただければと思いますが、直近のご都合はいかがでしょうか？
初回ドライブ研修は、下記日程で実施しております。月曜〜金曜　①19:00〜②20:00〜③21:00~土日祝　　　①19:00〜②20:00〜③21:00~ご予約は3週間先※までの日程を承ります。※本日ご予約をとる場合は7/2(火曜日)までが予約可能
▼内容1.CREWトレーニングセンターにて　アプリの使い方、効率的なマッチングのコツのご説明：30分　ヒヤリング：5分　その後実際にドライブ：マッチするまでの目安が30分
　当日はお車でお越しいただきそのまま１ドライブを　ご体験いただければと思います。
▼CREWトレーニングセンター東京都品川区東五反田2-2-3五反田ハタビル 3F（https://goo.gl/maps/mVmnykGmd4druiRd8）
こちらで調整いたしますので、ご希望の日程と開始時間をご提示していただけますと幸いです。よろしくお願いいたします。 木村様CREWパートナーサポートです。
先程はお電話にご対応いただきありがとうございました。以前ご都合がつかず流れてしまった初回ドライブに参加いただきたくお電話差し上げました。
現在研修内で期間限定の特別インタビューも実施しており、研修の改善点などをその場でお答えいただけると、Amazonギフトカード5000円をプレゼントしております。また、その後実際にドライブを体験いただくことで、準備金として別途5000円をお渡ししております。当日は、実際にドライブを体験いただくまでが研修内容となりますのでお車でお越しいただく必要がございますが、大変お得な期間となりますので、五反田トレーニングセンターにお越しいただければと思いますが、直近のご都合はいかがでしょうか？
初回ドライブ研修は、毎日実施しております。月曜〜金曜　①19:00〜②20:00〜③21:00~土日祝　　　①19:00〜②20:00〜③21:00~ご予約は3週間先※までの日程を承ります。※本日ご予約をとる場合は7/21(日曜日)までが予約可能
▼内容1.CREWトレーニングセンターにて　アプリの使い方、効率的なマッチングのコツのご説明：30分　ヒヤリング：5分　その後実際にドライブ：マッチするまでの目安が30分
　当日はお車でお越しいただきそのまま１ドライブを　ご体験いただければと思います。
▼CREWトレーニングセンター東京都品川区東五反田2-2-3五反田ハタビル 3F（https://goo.gl/maps/mVmnykGmd4druiRd8）
こちらで調整いたしますので、ご希望の日程と開始時間をいくつかご提示していただけますと幸いです。よろしくお願いいたします。"
